image,class,split,brightness,contrast,saturation,warmth,sharpness
/content/dataset/train/airy/AYy6nWD8Qxs.jpg,airy,train,0.5783236026763916,0.5996671319007874,0.13639989495277405,0.48882877826690674,0.2026617620140314
/content/dataset/train/airy/p_36930136.jpg,airy,train,0.5287858247756958,0.6429772973060608,0.41075146198272705,0.5830546021461487,0.1501688128337264
/content/dataset/train/airy/u_vtPjHN67ErA.jpg,airy,train,0.5561651587486267,0.4500028192996979,0.0,0.5,0.31050829216837883
/content/dataset/train/airy/p_12069103.jpg,airy,train,0.41570132970809937,0.4875916540622711,0.23953184485435486,0.5014426708221436,0.13523424975574017
/content/dataset/train/airy/p_35523270.jpg,airy,train,0.5489022135734558,0.43656203150749207,0.33833983540534973,0.5917577743530273,0.14034786261618137
/content/dataset/train/airy/p_5917954.jpg,airy,train,0.568690836429596,0.6249536871910095,0.18403556942939758,0.4922414720058441,0.14078417792916298
/content/dataset/train/airy/p_34988716.jpg,airy,train,0.5396162271499634,0.28186869621276855,0.3572740852832794,0.3929770290851593,0.0415238447021693
/content/dataset/train/airy/p_5112007.jpg,airy,train,0.9018972516059875,0.030272280797362328,0.11519107967615128,0.47057756781578064,0.05772506585344672
/content/dataset/train/airy/u_WmTzYgyVgcs.jpg,airy,train,0.3053574860095978,0.47764769196510315,0.23614205420017242,0.5231034159660339,0.18354417756199837
/content/dataset/train/airy/p_12332456.jpg,airy,train,0.46925532817840576,0.1939738690853119,0.24402835965156555,0.5228971242904663,0.13856973964720964
/content/dataset/train/airy/p_4956092.jpg,airy,train,0.22761733829975128,0.4284118413925171,0.5067737102508545,0.5042467713356018,0.4632755368947983
/content/dataset/train/airy/p_28945798.jpg,airy,train,0.37143710255622864,0.27379974722862244,0.20321941375732422,0.4711374044418335,0.24688935838639736
/content/dataset/train/airy/p_30441337.jpg,airy,train,0.5317364931106567,0.31534385681152344,0.16072417795658112,0.47194117307662964,0.06067453883588314
/content/dataset/train/airy/u_4_3l4D7DYPk.jpg,airy,train,0.8438659310340881,0.22414255142211914,0.08661814779043198,0.5044077634811401,0.09638712275773287
/content/dataset/train/airy/p_5872042.jpg,airy,train,0.6023168563842773,0.34867143630981445,0.15132229030132294,0.5289487242698669,0.10096086887642741
/content/dataset/train/airy/p_27301941.jpg,airy,train,0.681765079498291,0.19517651200294495,0.2070724368095398,0.44717246294021606,0.051775805186480284
/content/dataset/train/airy/u_S9nIKJojrrk.jpg,airy,train,0.3935732841491699,0.4629203677177429,0.22270692884922028,0.531700849533081,0.32079934142529964
/content/dataset/train/airy/u_-oqNk2jQyn0.jpg,airy,train,0.056347768753767014,0.29599955677986145,0.12531374394893646,0.5019702315330505,0.17265604925341904
/content/dataset/train/airy/p_5914432.jpg,airy,train,0.5890921950340271,0.3632976710796356,0.2564784586429596,0.5651137828826904,0.05236566765233874
/content/dataset/train/airy/p_16799328.jpg,airy,train,0.5301519632339478,0.39654889702796936,0.43112197518348694,0.5492171049118042,0.1160279382020235
/content/dataset/train/airy/p_34485738.jpg,airy,train,0.4693320393562317,0.3481476306915283,0.34923046827316284,0.5734111070632935,0.1950228540226817
/content/dataset/train/airy/p_16545824.jpg,airy,train,0.5019323825836182,0.5947993397712708,0.3285742700099945,0.5669530034065247,0.1723522925749421
/content/dataset/train/airy/u_wn9qwCROTRs.jpg,airy,train,0.5125141143798828,0.17649967968463898,0.2970491051673889,0.42132097482681274,0.08452784270048141
/content/dataset/train/airy/u_3KkpXa5FGgw.jpg,airy,train,0.39489948749542236,0.13135473430156708,0.22532957792282104,0.54935222864151,0.10959443170577288
/content/dataset/train/airy/u_wBcyH1aH0L4.jpg,airy,train,0.5285449028015137,0.5897147059440613,0.39800068736076355,0.5285268425941467,0.2179285977035761
/content/dataset/train/airy/p_18120024.jpg,airy,train,0.19627489149570465,0.49908459186553955,0.40429607033729553,0.5205222368240356,0.22471515461802483
/content/dataset/train/airy/u_xtqy9KjuUls.jpg,airy,train,0.6014075875282288,0.2767709791660309,0.35796549916267395,0.6240642070770264,0.08640797343105078
/content/dataset/train/airy/p_6063468.jpg,airy,train,0.7244201302528381,0.2687271237373352,0.10265527665615082,0.463295042514801,0.033763915998861194
/content/dataset/train/airy/p_34488512.jpg,airy,train,0.4185461699962616,0.40912050008773804,0.6278173923492432,0.29864388704299927,0.1248292438685894
/content/dataset/train/airy/p_29477692.jpg,airy,train,0.6379350423812866,0.2697227895259857,0.24170595407485962,0.4244386851787567,0.32887511886656284
/content/dataset/train/airy/p_6951769.jpg,airy,train,0.8691608905792236,0.15500858426094055,0.05986247584223747,0.524493932723999,0.07123078452423215
/content/dataset/train/airy/p_11280352.jpg,airy,train,0.805018961429596,0.3056789040565491,0.14488479495048523,0.4492892324924469,0.08909232215955853
/content/dataset/train/airy/p_4541914.jpg,airy,train,0.6745315194129944,0.4543434977531433,0.14641259610652924,0.5194382667541504,0.5864140763878822
/content/dataset/train/airy/egnfdRurteU.jpg,airy,train,0.6625484824180603,0.44062191247940063,0.3552218973636627,0.619439423084259,0.4943680949509144
/content/dataset/train/airy/u_O1rRCnasH0Y.jpg,airy,train,0.5083244442939758,0.47114136815071106,0.4830799102783203,0.6291162967681885,0.1244805846363306
/content/dataset/train/airy/u_ZDfwDtaC1VI.jpg,airy,train,0.715547502040863,0.5388693809509277,0.0,0.5,0.16071857418864965
/content/dataset/train/airy/p_19526635.jpg,airy,train,0.6738495826721191,0.6408668160438538,0.31801268458366394,0.5848817825317383,0.09931156877428293
/content/dataset/train/airy/p_14199596.jpg,airy,train,0.20266197621822357,0.430899441242218,0.1790865808725357,0.5067500472068787,0.23661007173359394
/content/dataset/train/airy/p_8356319.jpg,airy,train,0.7788836359977722,0.07313959300518036,0.13811442255973816,0.5585061311721802,0.040989306289702654
/content/dataset/train/airy/u_SU7SxTpUr8A.jpg,airy,train,0.2427411824464798,0.3004087209701538,0.4542752802371979,0.5394465327262878,0.14184572733938694
/content/dataset/train/airy/u_uTAzl9JSRro.jpg,airy,train,0.5775498151779175,0.5424721837043762,0.17184695601463318,0.5346588492393494,0.09281927719712257
/content/dataset/train/airy/u_EzMSy--hhPY.jpg,airy,train,0.5451550483703613,0.5439330339431763,0.26199355721473694,0.515785276889801,0.4542984068393707
/content/dataset/train/airy/3CGbkwY9RfE.jpg,airy,train,0.8403638601303101,0.2206607162952423,0.04336845129728317,0.515866219997406,0.13889006339013577
/content/dataset/train/airy/u_q9Vm6iX_LIc.jpg,airy,train,0.15297909080982208,0.2936840355396271,0.6973850727081299,0.47547483444213867,0.22556446492671967
/content/dataset/train/airy/u_SW10GoGNo6I.jpg,airy,train,0.8378279805183411,0.27871692180633545,0.08816656470298767,0.48154377937316895,0.1362546207383275
/content/dataset/train/airy/u__-rSjWMSIvs.jpg,airy,train,0.3872593343257904,0.4738425016403198,0.23609225451946259,0.5528281927108765,0.2718663960695267
/content/dataset/train/airy/p_35563018.jpg,airy,train,0.48011890053749084,0.46365538239479065,0.3226322531700134,0.475240021944046,0.17318899743258953
/content/dataset/train/airy/u_gLvutS195Ic.jpg,airy,train,0.5293694734573364,0.36992698907852173,0.494302898645401,0.6435654759407043,0.2527928911149502
/content/dataset/train/airy/p_7307435.jpg,airy,train,0.7966107130050659,0.10050315409898758,0.04468895122408867,0.516285240650177,0.04171692067757249
/content/dataset/train/airy/p_2977079.jpg,airy,train,0.6006298065185547,0.543009340763092,0.48375990986824036,0.6587587594985962,0.08410665672272444
/content/dataset/train/airy/p_16912166.jpg,airy,train,0.6379424929618835,0.6464155316352844,0.13830749690532684,0.4860461354255676,0.07846246007829905
/content/dataset/train/airy/p_28174830.jpg,airy,train,0.8305317759513855,0.40313565731048584,0.10198429971933365,0.5345053672790527,0.21223535761237144
/content/dataset/train/airy/u_sw28tTkhjS0.jpg,airy,train,0.5366804003715515,0.46351441740989685,0.1469942182302475,0.5068137645721436,0.15220586210489273
/content/dataset/train/airy/p_31624795.jpg,airy,train,0.6523111462593079,0.37050482630729675,0.2273993343114853,0.4253419041633606,0.3206943068653345
/content/dataset/train/airy/fJAQNAnQNpI.jpg,airy,train,0.8507473468780518,0.40576159954071045,0.05080200731754303,0.5086618065834045,0.16162458807229996
/content/dataset/train/airy/u_5k79DB3kQVg.jpg,airy,train,0.8259292244911194,0.25568974018096924,0.25247225165367126,0.4017741084098816,0.12307199649512768
/content/dataset/train/airy/p_1564219.jpg,airy,train,0.59932941198349,0.508250892162323,0.22283050417900085,0.5323293209075928,0.21594123914837837
/content/dataset/train/airy/p_17307132.jpg,airy,train,0.36776912212371826,0.44156861305236816,0.42891639471054077,0.5785049796104431,0.17912371084094048
